,Temporada alta,Diferencia en minutos,Atraso menor,Periodo día
277,False,-2.0,False,Tarde
278,False,-3.0,False,Tarde
279,False,1.0,True,Tarde
280,False,-3.0,False,Tarde
281,False,-4.0,False,Tarde
282,False,-3.0,False,Tarde
283,False,-12.0,False,Tarde
284,False,14.0,True,Tarde
285,False,-6.0,False,Noche
286,False,-1.0,False,Noche
287,False,28.0,False,Noche
288,False,-1.0,False,Noche
289,False,-1.0,False,Noche
290,False,-8.0,False,Noche
291,False,8.0,True,Noche
292,False,12.0,True,Noche
293,False,-8.0,False,Noche
294,False,-3.0,False,Noche
295,False,37.0,False,Noche
296,False,4.0,True,Noche
297,False,7.0,True,Noche
298,False,-3.0,False,Noche
299,False,9.0,True,Noche
300,False,-1.0,False,Noche
301,False,-4.0,False,Noche
302,False,3.0,True,Noche
303,False,-6.0,False,Noche
304,False,8.0,True,Noche
305,False,7.0,True,Noche
306,False,-7.0,False,Noche
307,False,-2.0,False,Noche
308,False,-8.0,False,Noche
309,False,1.0,True,Noche
310,False,-14.0,False,Noche
311,False,-10.0,False,Noche
312,False,-11.0,False,Noche
313,False,-2.0,False,Noche
314,False,27.0,False,Mañana
315,False,4.0,True,Mañana
316,False,-2.0,False,Mañana
317,False,15.0,False,Mañana
318,False,1.0,True,Noche
319,False,3.0,True,Noche
320,False,22.0,False,Noche
321,False,26.0,False,Noche
322,False,4.0,True,Noche
323,False,14.0,True,Noche
324,False,7.0,True,Noche
325,False,87.0,False,Noche
326,False,-1.0,False,Noche
327,False,-14.0,False,Noche
328,False,0.0,False,Noche
329,False,27.0,False,Noche
330,False,8.0,True,Noche
331,False,10.0,True,Noche
332,False,5.0,True,Noche
333,False,1.0,True,Noche
334,False,-9.0,False,Noche
335,False,15.0,False,Noche
336,False,1.0,True,Noche
337,False,21.0,False,Noche
338,False,-1.0,False,Noche
339,False,-13.0,False,Noche
340,False,21.0,False,Noche
341,False,-5.0,False,Noche
342,False,-2.0,False,Noche
343,False,6.0,True,Noche
344,False,-1.0,False,Noche
345,False,-2.0,False,Noche
346,False,-8.0,False,Noche
347,False,-6.0,False,Mañana
348,False,3.0,True,Mañana
349,False,16.0,False,Mañana
350,False,65.0,False,Tarde
351,False,27.0,False,Mañana
352,False,0.0,False,Mañana
353,False,-2.0,False,Mañana
354,False,2.0,True,Mañana
355,False,-2.0,False,Mañana
356,False,-7.0,False,Mañana
357,False,-3.0,False,Mañana
358,False,40.0,False,Mañana
359,False,11.0,True,Mañana
360,False,-3.0,False,Mañana
361,False,16.0,False,Mañana
362,False,13.0,True,Mañana
363,False,1.0,True,Mañana
364,False,13.0,True,Mañana
365,False,-2.0,False,Mañana
366,False,-3.0,False,Mañana
367,False,-7.0,False,Mañana
368,False,28.0,False,Mañana
369,False,0.0,False,Mañana
370,False,5.0,True,Mañana
371,False,-1.0,False,Mañana
372,False,-8.0,False,Mañana
373,False,7.0,True,Mañana
374,False,-9.0,False,Mañana
375,False,3.0,True,Mañana
376,False,38.0,False,Tarde
377,False,6.0,True,Tarde
378,False,2.0,True,Tarde
379,False,19.0,False,Tarde
380,False,15.0,False,Tarde
381,False,27.0,False,Tarde
382,False,59.0,False,Tarde
383,False,14.0,True,Tarde
384,False,-3.0,False,Tarde
385,False,14.0,True,Tarde
386,False,19.0,False,Tarde
387,False,5.0,True,Tarde
388,False,13.0,True,Tarde
389,False,19.0,False,Tarde
390,False,10.0,True,Tarde
391,False,37.0,False,Tarde
392,False,23.0,False,Tarde
393,False,11.0,True,Tarde
394,False,7.0,True,Tarde
395,False,15.0,False,Tarde
396,False,1.0,True,Tarde
397,False,15.0,False,Tarde
398,False,30.0,False,Tarde
399,False,22.0,False,Tarde
400,False,37.0,False,Tarde
401,False,12.0,True,Tarde
402,False,0.0,False,Tarde
403,False,6.0,True,Tarde
404,False,21.0,False,Tarde
405,False,-2.0,False,Tarde
406,False,17.0,False,Tarde
407,False,8.0,True,Mañana
408,False,6.0,True,Mañana
409,False,5.0,True,Noche
410,False,-4.0,False,Noche
411,False,-10.0,False,Noche
412,False,12.0,True,Noche
413,False,-2.0,False,Noche
414,False,-13.0,False,Noche
415,False,-12.0,False,Noche
416,False,-10.0,False,Noche
417,False,-14.0,False,Noche
418,False,3.0,True,Noche
419,False,-6.0,False,Noche
420,False,-13.0,False,Noche
421,False,-13.0,False,Noche
422,False,-9.0,False,Noche
423,False,-1.0,False,Noche
424,False,3.0,True,Noche
425,False,-1.0,False,Noche
426,False,-12.0,False,Noche
427,False,-8.0,False,Noche
428,False,-14.0,False,Noche
429,False,1.0,True,Noche
430,False,-6.0,False,Noche
431,False,-5.0,False,Noche
432,False,-7.0,False,Noche
433,False,-1.0,False,Noche
434,False,-4.0,False,Noche
435,False,-14.0,False,Noche
436,False,-5.0,False,Noche
437,False,32.0,False,Mañana
438,False,37.0,False,Tarde
439,False,10.0,True,Tarde
440,False,-5.0,False,Tarde
441,False,6.0,True,Tarde
442,False,13.0,True,Tarde
443,False,9.0,True,Tarde
444,False,2.0,True,Tarde
445,False,32.0,False,Tarde
446,False,10.0,True,Tarde
447,False,26.0,False,Tarde
448,False,13.0,True,Tarde
449,False,11.0,True,Tarde
450,False,6.0,True,Tarde
451,False,14.0,True,Tarde
452,False,17.0,False,Tarde
453,False,10.0,True,Tarde
454,False,-4.0,False,Tarde
455,False,10.0,True,Tarde
456,False,9.0,True,Tarde
457,False,-6.0,False,Tarde
458,False,3.0,True,Tarde
459,False,-3.0,False,Tarde
460,False,-1.0,False,Tarde
461,False,1.0,True,Tarde
462,False,46.0,False,Tarde
463,False,3.0,True,Tarde
464,False,51.0,False,Tarde
465,False,0.0,False,Tarde
466,False,94.0,False,Tarde
467,False,68.0,False,Tarde
468,False,23.0,False,Tarde
469,False,4.0,True,Tarde
470,False,-1.0,False,Tarde
471,False,4.0,True,Tarde
472,False,-5.0,False,Tarde
473,False,12.0,True,Tarde
474,False,5.0,True,Tarde
475,False,-6.0,False,Tarde
476,False,0.0,False,Tarde
477,False,-3.0,False,Mañana
478,False,0.0,False,Mañana
479,False,3.0,True,Mañana
480,False,-1.0,False,Mañana
481,False,-5.0,False,Mañana
482,False,-9.0,False,Mañana
483,False,-2.0,False,Mañana
484,False,2.0,True,Mañana
485,False,1.0,True,Mañana
486,False,-2.0,False,Mañana
487,False,-10.0,False,Mañana
488,False,1.0,True,Mañana
489,False,-1.0,False,Mañana
490,False,-2.0,False,Mañana
491,False,-6.0,False,Mañana
492,False,8.0,True,Mañana
493,False,-6.0,False,Mañana
494,False,-2.0,False,Mañana
495,False,4.0,True,Mañana
496,False,-4.0,False,Mañana
497,False,-8.0,False,Mañana
498,False,-5.0,False,Mañana
499,False,1.0,True,Mañana
500,False,-1.0,False,Mañana
501,False,-7.0,False,Mañana
502,False,-3.0,False,Mañana
503,False,-1.0,False,Mañana
504,False,-3.0,False,Mañana
505,False,-11.0,False,Mañana
506,False,7.0,True,Mañana
507,False,8.0,True,Mañana
508,False,-3.0,False,Tarde
509,False,0.0,False,Tarde
510,False,-4.0,False,Tarde
511,False,0.0,False,Tarde
512,False,0.0,False,Tarde
513,False,-12.0,False,Tarde
514,False,8.0,True,Tarde
515,False,24.0,False,Tarde
516,False,1.0,True,Tarde
517,False,-10.0,False,Tarde
518,False,-9.0,False,Tarde
519,False,-6.0,False,Tarde
520,False,-6.0,False,Tarde
521,False,6.0,True,Tarde
522,False,-6.0,False,Tarde
523,False,14.0,True,Tarde
524,False,0.0,False,Tarde
525,False,-4.0,False,Tarde
526,False,-4.0,False,Tarde
527,False,-10.0,False,Tarde
528,False,19.0,False,Tarde
529,False,-2.0,False,Tarde
530,False,-8.0,False,Tarde
531,False,3.0,True,Tarde
532,False,-4.0,False,Tarde
533,False,-4.0,False,Tarde
534,False,-1.0,False,Tarde
535,False,10.0,True,Tarde
536,False,-9.0,False,Tarde
537,False,3.0,True,Tarde
538,False,0.0,False,Tarde
539,False,-6.0,False,Noche
540,False,-6.0,False,Noche
541,False,-7.0,False,Noche
542,False,-9.0,False,Noche
543,False,-4.0,False,Noche
544,False,4.0,True,Noche
545,False,-2.0,False,Noche
546,False,32.0,False,Noche
547,False,-8.0,False,Noche
548,False,3.0,True,Noche
549,False,-9.0,False,Noche
550,False,-11.0,False,Noche
551,False,-6.0,False,Noche
552,False,-13.0,False,Noche
553,False,-10.0,False,Noche
554,False,-12.0,False,Noche
555,False,2.0,True,Noche
556,False,-14.0,False,Noche
557,False,-10.0,False,Noche
558,False,-8.0,False,Noche
559,False,-4.0,False,Noche
560,False,-14.0,False,Noche
561,False,-4.0,False,Noche
562,False,-6.0,False,Noche
563,False,-2.0,False,Noche
564,False,-8.0,False,Noche
565,False,-10.0,False,Noche
566,False,0.0,False,Noche
567,False,8.0,True,Mañana
568,False,-7.0,False,Mañana
569,False,4.0,True,Mañana
570,False,15.0,False,Mañana
571,False,-3.0,False,Mañana
572,False,6.0,True,Mañana
573,False,57.0,False,Mañana
574,False,8.0,True,Mañana
575,False,26.0,False,Mañana
576,False,-1.0,False,Mañana
577,False,-5.0,False,Mañana
578,False,-2.0,False,Mañana
579,False,4.0,True,Mañana
580,False,-8.0,False,Mañana
581,False,9.0,True,Mañana
582,False,2.0,True,Mañana
583,False,2.0,True,Mañana
584,False,4.0,True,Mañana
585,False,-10.0,False,Mañana
586,False,-1.0,False,Mañana
587,False,6.0,True,Mañana
588,False,1.0,True,Mañana
589,False,0.0,False,Mañana
590,False,-7.0,False,Mañana
591,False,7.0,True,Mañana
592,False,-2.0,False,Noche
593,False,3.0,True,Noche
594,False,-3.0,False,Noche
595,False,-1.0,False,Noche
596,False,4.0,True,Noche
597,False,4.0,True,Noche
598,False,1.0,True,Noche
599,False,-4.0,False,Noche
600,False,16.0,False,Noche
601,False,4.0,True,Noche
602,False,4.0,True,Noche
603,False,0.0,False,Noche
604,False,16.0,False,Noche
605,False,4.0,True,Noche
606,False,-4.0,False,Noche
607,False,0.0,False,Noche
608,False,0.0,False,Noche
609,False,9.0,True,Noche
610,False,6.0,True,Noche
611,False,-7.0,False,Noche
612,False,-7.0,False,Noche
613,False,-7.0,False,Noche
614,False,-1.0,False,Noche
615,False,-2.0,False,Noche
616,False,8.0,True,Noche
617,False,-12.0,False,Noche
618,False,-6.0,False,Noche
619,False,0.0,False,Noche
620,False,1.0,True,Noche
621,False,-4.0,False,Noche
622,False,6.0,True,Noche
623,False,-3.0,False,Noche
624,False,-8.0,False,Noche
625,False,-5.0,False,Noche
626,False,-3.0,False,Noche
627,False,-3.0,False,Noche
628,False,7.0,True,Noche
629,False,58.0,False,Noche
630,False,24.0,False,Noche
631,False,6.0,True,Noche
632,False,13.0,True,Noche
633,False,-3.0,False,Noche
634,False,-1.0,False,Noche
635,False,0.0,False,Noche
636,False,-8.0,False,Noche
637,False,2.0,True,Noche
638,False,-5.0,False,Noche
639,False,2.0,True,Noche
640,False,-3.0,False,Noche
641,False,-8.0,False,Noche
642,False,-8.0,False,Noche
643,False,0.0,False,Noche
644,False,0.0,False,Noche
645,False,-14.0,False,Noche
646,False,-5.0,False,Noche
647,False,-10.0,False,Noche
648,False,1.0,True,Noche
649,False,-2.0,False,Noche
650,False,8.0,True,Noche
651,False,5.0,True,Noche
652,False,15.0,False,Mañana
653,False,-4.0,False,Noche
654,False,-6.0,False,Noche
655,False,-2.0,False,Noche
656,False,-3.0,False,Noche
657,False,-1.0,False,Noche
658,False,40.0,False,Mañana
659,False,-6.0,False,Noche
660,False,-5.0,False,Noche
661,False,-4.0,False,Noche
662,False,-9.0,False,Noche
663,False,16.0,False,Noche
664,False,3.0,True,Noche
665,False,-4.0,False,Noche
666,False,-8.0,False,Noche
667,False,1.0,True,Noche
668,False,0.0,False,Noche
669,False,18.0,False,Noche
670,False,-1.0,False,Noche
671,False,-1.0,False,Noche
672,False,-2.0,False,Noche
673,False,-4.0,False,Noche
674,False,2.0,True,Noche
675,False,50.0,False,Noche
676,False,-4.0,False,Noche
677,False,14.0,True,Noche
678,False,-4.0,False,Noche
679,False,0.0,False,Noche
680,False,1.0,True,Noche
681,False,72.0,False,Noche
682,False,20.0,False,Noche
683,False,5.0,True,Noche
684,False,13.0,True,Mañana
685,False,-10.0,False,Mañana
686,False,-6.0,False,Mañana
687,False,3.0,True,Mañana
688,False,-9.0,False,Mañana
689,False,18.0,False,Mañana
690,False,-9.0,False,Mañana
691,False,-10.0,False,Mañana
692,False,-13.0,False,Mañana
693,False,-7.0,False,Mañana
694,False,-5.0,False,Mañana
695,False,-3.0,False,Mañana
696,False,-13.0,False,Mañana
697,False,30.0,False,Mañana
698,False,-10.0,False,Mañana
699,False,0.0,False,Mañana
700,False,4.0,True,Mañana
701,False,-8.0,False,Mañana
702,False,-8.0,False,Mañana
703,False,-6.0,False,Mañana
704,False,-9.0,False,Mañana
705,False,-8.0,False,Mañana
706,False,-14.0,False,Mañana
707,False,-7.0,False,Mañana
708,False,-11.0,False,Mañana
709,False,6.0,True,Tarde
710,False,40.0,False,Tarde
711,False,29.0,False,Tarde
712,False,15.0,False,Tarde
713,False,51.0,False,Tarde
714,False,34.0,False,Tarde
715,False,28.0,False,Tarde
716,False,32.0,False,Tarde
717,False,41.0,False,Tarde
718,False,138.0,False,Tarde
719,False,38.0,False,Tarde
720,False,27.0,False,Tarde
721,False,33.0,False,Tarde
722,False,57.0,False,Tarde
723,False,7.0,True,Tarde
724,False,10.0,True,Tarde
725,False,37.0,False,Tarde
726,False,38.0,False,Tarde
727,False,34.0,False,Tarde
728,False,25.0,False,Tarde
729,False,15.0,False,Tarde
730,False,8.0,True,Tarde
731,False,4.0,True,Tarde
732,False,-1.0,False,Tarde
733,False,42.0,False,Tarde
734,False,7.0,True,Tarde
735,False,13.0,True,Tarde
736,False,8.0,True,Tarde
737,False,-5.0,False,Tarde
738,False,47.0,False,Tarde
739,False,33.0,False,Tarde
740,False,-9.0,False,Noche
741,False,13.0,True,Noche
742,False,47.0,False,Noche
743,False,17.0,False,Noche
744,False,-10.0,False,Noche
745,False,54.0,False,Noche
746,False,2.0,True,Noche
747,False,-3.0,False,Noche
748,False,-3.0,False,Noche
749,False,9.0,True,Noche
750,False,14.0,True,Noche
751,False,6.0,True,Noche
752,False,1.0,True,Noche
753,False,-2.0,False,Noche
754,False,0.0,False,Noche
755,False,-8.0,False,Noche
756,False,-8.0,False,Noche
757,False,-8.0,False,Noche
758,False,-6.0,False,Noche
759,False,1.0,True,Noche
760,False,-4.0,False,Noche
761,False,-2.0,False,Tarde
762,False,9.0,True,Tarde
763,False,-2.0,False,Tarde
764,False,4.0,True,Tarde
765,False,15.0,False,Tarde
766,False,1.0,True,Tarde
767,False,2.0,True,Tarde
768,False,7.0,True,Tarde
769,False,-11.0,False,Tarde
770,False,15.0,False,Tarde
771,False,0.0,False,Tarde
772,False,2.0,True,Tarde
773,False,4.0,True,Tarde
774,False,3.0,True,Tarde
775,False,19.0,False,Tarde
776,False,39.0,False,Tarde
777,False,3.0,True,Tarde
778,False,12.0,True,Tarde
779,False,17.0,False,Tarde
780,False,65.0,False,Tarde
781,False,4.0,True,Tarde
782,False,6.0,True,Tarde
783,False,9.0,True,Tarde
784,False,6.0,True,Tarde
785,False,27.0,False,Tarde
786,False,2.0,True,Tarde
787,False,3.0,True,Tarde
788,False,-7.0,False,Tarde
789,False,-3.0,False,Tarde
790,False,4.0,True,Tarde
791,False,15.0,False,Tarde
792,False,-1.0,False,Tarde
793,False,-13.0,False,Tarde
794,False,-4.0,False,Tarde
795,False,1.0,True,Tarde
796,False,-2.0,False,Tarde
797,False,-6.0,False,Tarde
798,False,23.0,False,Tarde
799,False,-4.0,False,Tarde
800,False,2.0,True,Tarde
801,False,15.0,False,Tarde
802,False,2.0,True,Tarde
803,False,29.0,False,Tarde
804,False,3.0,True,Tarde
805,False,0.0,False,Tarde
806,False,1.0,True,Tarde
807,False,11.0,True,Tarde
808,False,-4.0,False,Tarde
809,False,-8.0,False,Tarde
810,False,3.0,True,Tarde
811,False,23.0,False,Tarde
812,False,25.0,False,Tarde
813,False,21.0,False,Tarde
814,False,-3.0,False,Mañana
815,False,5.0,True,Mañana
816,False,0.0,False,Mañana
817,False,24.0,False,Mañana
818,False,8.0,True,Mañana
819,False,1.0,True,Mañana
820,False,15.0,False,Mañana
821,False,6.0,True,Mañana
822,False,12.0,True,Mañana
823,False,11.0,True,Mañana
824,False,6.0,True,Mañana
825,False,1.0,True,Mañana
826,False,11.0,True,Mañana
827,False,13.0,True,Mañana
828,False,23.0,False,Mañana
829,False,5.0,True,Mañana
830,False,15.0,False,Mañana
831,False,14.0,True,Mañana
832,False,11.0,True,Mañana
833,False,-2.0,False,Mañana
834,False,10.0,True,Mañana
835,False,12.0,True,Mañana
836,False,6.0,True,Mañana
837,False,14.0,True,Mañana
838,False,64.0,False,Mañana
839,False,2.0,True,Mañana
840,False,9.0,True,Mañana
841,False,10.0,True,Mañana
842,False,29.0,False,Mañana
843,False,8.0,True,Mañana
844,False,10.0,True,Mañana
845,False,81.0,False,Tarde
846,False,37.0,False,Tarde
847,False,88.0,False,Tarde
848,False,96.0,False,Tarde
849,False,32.0,False,Tarde
850,False,56.0,False,Tarde
851,False,39.0,False,Tarde
852,False,32.0,False,Tarde
853,False,34.0,False,Tarde
854,False,41.0,False,Tarde
855,False,9.0,True,Tarde
856,False,126.0,False,Tarde
857,False,22.0,False,Tarde
858,False,18.0,False,Tarde
859,False,26.0,False,Tarde
860,False,16.0,False,Tarde
861,False,37.0,False,Tarde
862,False,61.0,False,Tarde
863,False,69.0,False,Tarde
864,False,31.0,False,Tarde
865,False,4.0,True,Noche
866,False,0.0,False,Noche
867,False,-5.0,False,Noche
868,False,-3.0,False,Noche
869,False,-2.0,False,Noche
870,False,-2.0,False,Noche
871,False,-5.0,False,Noche
872,False,7.0,True,Noche
873,False,3.0,True,Noche
874,False,13.0,True,Noche
875,False,0.0,False,Noche
876,False,3.0,True,Noche
877,False,0.0,False,Noche
878,False,4.0,True,Noche
879,False,-1.0,False,Noche
880,False,-6.0,False,Noche
881,False,11.0,True,Noche
882,False,-4.0,False,Noche
883,False,-7.0,False,Noche
884,False,8.0,True,Noche
885,False,-6.0,False,Noche
886,False,3.0,True,Noche
887,False,2.0,True,Noche
888,False,-6.0,False,Noche
889,False,-4.0,False,Noche
890,False,-3.0,False,Noche
891,False,-14.0,False,Noche
892,False,-4.0,False,Noche
893,False,-12.0,False,Noche
894,False,-11.0,False,Noche
895,False,15.0,False,Tarde
896,False,5.0,True,Tarde
897,False,9.0,True,Tarde
898,False,8.0,True,Tarde
899,False,33.0,False,Tarde
900,False,16.0,False,Tarde
901,False,25.0,False,Tarde
902,False,7.0,True,Tarde
903,False,7.0,True,Tarde
904,False,6.0,True,Tarde
905,False,6.0,True,Tarde
906,False,50.0,False,Mañana
907,False,7.0,True,Tarde
908,False,5.0,True,Tarde
909,False,7.0,True,Tarde
910,False,8.0,True,Tarde
911,False,-4.0,False,Tarde
912,False,1.0,True,Tarde
913,False,15.0,False,Tarde
914,False,7.0,True,Tarde
915,False,68.0,False,Tarde
916,False,14.0,True,Tarde
917,False,4.0,True,Tarde
918,False,14.0,True,Tarde
919,False,11.0,True,Tarde
920,False,15.0,False,Tarde
921,False,2.0,True,Tarde
922,False,10.0,True,Tarde
923,False,4.0,True,Tarde
924,False,-1.0,False,Tarde
925,False,17.0,False,Tarde
926,False,2.0,True,Tarde
927,False,0.0,False,Tarde
928,False,7.0,True,Tarde
929,False,-1.0,False,Tarde
